DATE,CFS
2019-10-07,619.9791666666666
2019-10-08,576.5
2019-10-09,821.4270833333334
2019-10-10,942.5416666666666
2019-10-11,715.9479166666666
2019-10-12,516.90625
2019-10-13,880.0520833333334
2019-10-14,958.7604166666666
2019-10-15,505.625
2019-10-16,409.0208333333333
2019-10-17,1272.8125
2019-10-18,582.125
2019-10-19,462.1041666666667
2019-10-20,403.1875
2019-10-21,370.40625
2019-10-22,353.28125
2019-10-23,527.6458333333334
2019-10-24,418.7291666666667
2019-10-25,381.25
2019-10-26,362.125
2019-10-27,598.1770833333334
2019-10-28,556.2083333333334
2019-10-29,466.1666666666667
2019-10-30,431.9479166666667
2019-10-31,626.4166666666666
2019-11-01,3321.875
2019-11-02,1269.4375
2019-11-03,790.3333333333334
2019-11-04,575.9479166666666
2019-11-05,491.8958333333333
2019-11-06,446.1770833333333
2019-11-07,423.6979166666667
2019-11-08,433.0520833333333
2019-11-09,383.8020833333333
2019-11-10,367.8125
2019-11-11,352.625
2019-11-12,353.34375
2019-11-13,332.46875
2019-11-14,319.03125
2019-11-15,313.28125
2019-11-16,311.6458333333333
2019-11-17,297.3125
2019-11-18,299.4375
2019-11-19,312.3645833333333
2019-11-20,305.1354166666667
2019-11-21,298.4270833333333
2019-11-22,308.7395833333333
2019-11-23,323.0520833333333
2019-11-24,385.5
2019-11-25,398.8020833333333
2019-11-26,420.2708333333333
2019-11-27,455.1354166666667
2019-11-28,580.8541666666666
2019-11-29,511.9375
2019-11-30,476.3958333333333
2019-12-01,460.9791666666667
2019-12-02,457.6979166666667
2019-12-03,424.2708333333333
2019-12-04,402.15625
2019-12-05,389.28125
2019-12-06,375.65625
2019-12-07,361.8125
2019-12-08,335.03125
2019-12-09,373.15625
2019-12-10,1399.9583333333333
2019-12-11,1449.5833333333333
2019-12-12,921.6458333333334
2019-12-13,726.28125
2019-12-14,847.2291666666666
2019-12-15,1115.25
2019-12-16,797.125
2019-12-17,741.03125
2019-12-18,941.5729166666666
2019-12-19,974.3541666666666
2019-12-20,930.4583333333334
2019-12-21,883.0729166666666
2019-12-22,880.8333333333334
2019-12-23,879.6458333333334
2019-12-24,874.6666666666666
2019-12-25,849.34375
2019-12-26,831.09375
2019-12-27,850.3958333333334
2019-12-28,899.5729166666666
2019-12-29,903.21875
2019-12-30,1199.8958333333333
2019-12-31,1171.1458333333333
2020-01-01,1098.2291666666667
2020-01-02,1027.7083333333333
2020-01-03,992.7916666666666
2020-01-04,1055.8229166666667
2020-01-05,1025.8854166666667
2020-01-06,976.8854166666666
2020-01-07,943.5625
2020-01-08,919.1145833333334
2020-01-09,858.5833333333334
2020-01-10,860.4791666666666
2020-01-11,923.8958333333334
2020-01-12,986.6770833333334
2020-01-13,918.8958333333334
2020-01-14,891.8333333333334
2020-01-15,876.0208333333334
2020-01-16,905.0208333333334
2020-01-17,892.8958333333334
2020-01-18,1015.8020833333334
2020-01-19,1070.1041666666667
2020-01-20,1028.3229166666667
2020-01-21,992.2083333333334
2020-01-22,1007.71875
2020-01-23,1009.1666666666666
2020-01-24,1021.3541666666666
2020-01-25,1178.6458333333333
2020-01-26,1395.0
2020-01-27,1240.8333333333333
2020-01-28,1190.2083333333333
2020-01-29,1425.2083333333333
2020-01-30,1592.5
2020-01-31,1576.7708333333333
2020-02-01,1572.7083333333333
2020-02-02,1560.0
2020-02-03,1557.7083333333333
2020-02-04,1575.0
2020-02-05,1599.6875
2020-02-06,1567.0833333333333
2020-02-07,2069.5833333333335
2020-02-08,1985.2083333333333
2020-02-09,2194.2708333333335
2020-02-10,2184.1666666666665
2020-02-11,2186.5625
2020-02-12,2139.375
2020-02-13,2139.375
2020-02-14,2002.6041666666667
2020-02-15,1538.125
2020-02-16,1318.3333333333333
2020-02-17,1083.4375
2020-02-18,1049.0625
2020-02-19,1052.1875
2020-02-20,985.2395833333334
2020-02-21,791.3541666666666
2020-02-22,790.9479166666666
2020-02-23,793.7395833333334
2020-02-24,804.0520833333334
2020-02-25,837.9375
2020-02-26,938.125
2020-02-27,1658.125
2020-02-28,1392.1875
2020-02-29,1183.75
2020-03-01,1057.9166666666667
2020-03-02,1036.4479166666667
2020-03-03,1221.1458333333333
2020-03-04,1820.9375
2020-03-05,1876.3541666666667
2020-03-06,1748.8541666666667
2020-03-07,1646.5625
2020-03-08,1554.0625
2020-03-09,1432.8125
2020-03-10,1189.0625
2020-03-11,875.21875
2020-03-12,746.6666666666666
2020-03-13,771.0729166666666
2020-03-14,846.5520833333334
2020-03-15,900.6770833333334
2020-03-16,865.7291666666666
2020-03-17,852.5
2020-03-18,829.2708333333334
2020-03-19,923.0625
2020-03-20,1044.0833333333333
2020-03-21,1036.2708333333333
2020-03-22,964.96875
2020-03-23,953.90625
2020-03-24,955.8541666666666
2020-03-25,935.5729166666666
2020-03-26,904.9583333333334
2020-03-27,877.5
2020-03-28,884.5416666666666
2020-03-29,1001.875
2020-03-30,976.5416666666666
2020-03-31,1023.5416666666666
2020-04-01,1007.125
2020-04-02,954.8541666666666
2020-04-03,938.1145833333334
2020-04-04,1083.9583333333333
2020-04-05,1199.1666666666667
2020-04-06,1182.0833333333333
2020-04-07,1161.0416666666667
2020-04-08,1384.4791666666667
2020-04-09,1695.1041666666667
2020-04-10,1962.8125
2020-04-11,1921.7708333333333
2020-04-12,1885.0
2020-04-13,2233.5416666666665
2020-04-14,2430.4166666666665
2020-04-15,2214.2708333333335
2020-04-16,2118.5416666666665
2020-04-17,2036.875
2020-04-18,2067.0833333333335
2020-04-19,2079.6875
2020-04-20,2074.4791666666665
2020-04-21,2023.125
2020-04-22,1972.7083333333333
2020-04-23,1935.5208333333333
2020-04-24,1926.1458333333333
2020-04-25,1880.2083333333333
2020-04-26,2035.1041666666667
2020-04-27,2324.1666666666665
2020-04-28,2194.4791666666665
2020-04-29,2102.0833333333335
2020-04-30,2129.4791666666665
2020-05-01,3159.5833333333335
2020-05-02,3363.4375
2020-05-03,3457.3958333333335
2020-05-04,3220.7291666666665
2020-05-05,2781.9791666666665
2020-05-06,1781.1458333333333
2020-05-07,1155.0
2020-05-08,1586.1458333333333
2020-05-09,1680.3125
2020-05-10,1443.4375
2020-05-11,1486.25
2020-05-12,1419.5833333333333
2020-05-13,1326.1458333333333
2020-05-14,1310.3125
2020-05-15,1405.7291666666667
2020-05-16,2516.7708333333335
2020-05-17,2229.5833333333335
2020-05-18,2070.625
2020-05-19,1562.6041666666667
2020-05-20,1216.3541666666667
2020-05-21,812.9270833333334
2020-05-22,664.0
2020-05-23,879.1770833333334
2020-05-24,864.5208333333334
2020-05-25,973.40625
2020-05-26,919.0416666666666
2020-05-27,698.40625
2020-05-28,637.7708333333334
2020-05-29,746.375
2020-05-30,864.9791666666666
2020-05-31,713.6145833333334
2020-06-01,680.8125
2020-06-02,673.9375
2020-06-03,680.8541666666666
2020-06-04,672.0625
2020-06-05,639.5208333333334
2020-06-06,623.25
2020-06-07,603.0416666666666
2020-06-08,589.5104166666666
2020-06-09,591.25
2020-06-10,597.3125
2020-06-11,752.5729166666666
2020-06-12,645.9895833333334
2020-06-13,599.0416666666666
2020-06-14,580.1145833333334
2020-06-15,571.1979166666666
2020-06-16,560.6979166666666
2020-06-17,537.9375
2020-06-18,553.1979166666666
2020-06-19,522.6979166666666
2020-06-20,533.96875
2020-06-21,559.0104166666666
2020-06-22,597.3125
2020-06-23,641.3854166666666
2020-06-24,581.6145833333334
2020-06-25,510.4479166666667
2020-06-26,510.0
2020-06-27,570.6145833333334
2020-06-28,581.4583333333334
2020-06-29,546.7291666666666
2020-06-30,538.625
2020-07-01,570.9583333333334
2020-07-02,686.46875
2020-07-03,672.8020833333334
2020-07-04,629.53125
2020-07-05,688.5625
2020-07-06,656.90625
2020-07-07,620.9166666666666
2020-07-08,628.9270833333334
2020-07-09,538.0
2020-07-10,550.0104166666666
2020-07-11,615.03125
2020-07-12,546.5520833333334
2020-07-13,526.1770833333334
2020-07-14,515.6666666666666
2020-07-15,544.4270833333334
2020-07-16,502.8020833333333
2020-07-17,500.6875
2020-07-18,612.3541666666666
2020-07-19,650.34375
2020-07-20,608.40625
2020-07-21,553.8854166666666
2020-07-22,497.5833333333333
2020-07-23,500.5
2020-07-24,500.4270833333333
2020-07-25,614.375
2020-07-26,624.96875
2020-07-27,626.9270833333334
2020-07-28,567.6354166666666
2020-07-29,562.9166666666666
2020-07-30,497.8333333333333
2020-07-31,495.9791666666667
2020-08-01,549.7291666666666
2020-08-02,496.40625
2020-08-03,492.6458333333333
2020-08-04,883.40625
2020-08-05,784.09375
2020-08-06,572.5833333333334
2020-08-07,2262.2291666666665
2020-08-08,1046.09375
2020-08-09,753.0104166666666
2020-08-10,644.9583333333334
2020-08-11,642.34375
2020-08-12,2725.2083333333335
2020-08-13,1098.2708333333333
2020-08-14,851.4166666666666
2020-08-15,755.0104166666666
2020-08-16,690.09375
2020-08-17,666.09375
2020-08-18,661.3645833333334
2020-08-19,622.375
2020-08-20,601.25
2020-08-21,588.3125
2020-08-22,578.15625
2020-08-23,571.1041666666666
2020-08-24,567.1145833333334
2020-08-25,569.7604166666666
2020-08-26,562.84375
2020-08-27,793.59375
2020-08-28,952.6458333333334
2020-08-29,712.6770833333334
2020-08-30,664.9166666666666
2020-08-31,625.4375
2020-09-01,583.2291666666666
2020-09-02,654.4375
2020-09-03,702.1145833333334
2020-09-04,621.5
2020-09-05,585.7083333333334
2020-09-06,565.2708333333334
2020-09-07,563.6979166666666
2020-09-08,548.0
2020-09-09,539.6145833333334
2020-09-10,536.90625
2020-09-11,528.1041666666666
2020-09-12,522.8958333333334
2020-09-13,514.3541666666666
2020-09-14,522.9479166666666
2020-09-15,519.1458333333334
2020-09-16,488.6145833333333
2020-09-17,451.1145833333333
2020-09-18,448.0729166666667
2020-09-19,565.5729166666666
2020-09-20,469.1666666666667
2020-09-21,439.625
2020-09-22,482.8020833333333
2020-09-23,447.2708333333333
2020-09-24,437.59375
2020-09-25,555.28125
2020-09-26,751.2395833333334
2020-09-27,634.2395833333334
2020-09-28,481.4791666666667
2020-09-29,457.0625
2020-09-30,542.1666666666666
2020-10-01,332.2291666666667
2020-10-02,182.875
2020-10-03,171.09375
2020-10-04,168.15625
2020-10-05,129.71562500000002
2020-10-06,89.325
2020-10-07,71.13229166666666
2020-10-08,398.2395833333333
2020-10-09,758.0729166666666
2020-10-10,687.625
2020-10-11,325.6145833333333
2020-10-12,441.9375
2020-10-13,864.7395833333334
2020-10-14,885.28125
2020-10-15,571.0625
2020-10-16,636.0625
2020-10-17,1029.7916666666667
2020-10-18,1074.6875
2020-10-19,1052.0833333333333
2020-10-20,983.0
2020-10-21,1015.0
2020-10-22,1074.0625
2020-10-23,1061.6666666666667
2020-10-24,1054.2708333333333
2020-10-25,1013.3958333333334
2020-10-26,1063.2291666666667
2020-10-27,1201.875
2020-10-28,718.625
2020-10-29,696.6770833333334
2020-10-30,984.9791666666666
2020-10-31,521.03125
2020-11-01,414.2291666666667
2020-11-02,394.0833333333333
2020-11-03,346.21875
2020-11-04,321.6145833333333
2020-11-05,306.0520833333333
2020-11-06,294.40625
2020-11-07,284.5
2020-11-08,275.3125
2020-11-09,266.15625
2020-11-10,258.6875
2020-11-11,296.5520833333333
2020-11-12,414.3125
2020-11-13,340.6875
2020-11-14,320.8645833333333
2020-11-15,314.9791666666667
2020-11-16,381.3958333333333
2020-11-17,339.3958333333333
2020-11-18,321.3854166666667
2020-11-19,307.5104166666667
2020-11-20,302.2708333333333
2020-11-21,291.53125
2020-11-22,287.5416666666667
2020-11-23,476.5208333333333
2020-11-24,446.7291666666667
2020-11-25,399.8645833333333
2020-11-26,484.75
2020-11-27,485.40625
2020-11-28,443.3020833333333
2020-11-29,409.8541666666667
2020-11-30,532.09375
2020-12-01,662.9166666666666
2020-12-02,541.9479166666666
2020-12-03,480.3541666666667
2020-12-04,439.4479166666667
2020-12-05,404.1770833333333
2020-12-06,370.1458333333333
2020-12-07,346.2916666666667
2020-12-08,326.7083333333333
2020-12-09,312.84375
2020-12-10,308.125
2020-12-11,301.4791666666667
2020-12-12,294.9166666666667
2020-12-13,295.21875
2020-12-14,286.4791666666667
2020-12-15,276.71875
2020-12-16,259.1818181818182
2020-12-17,235.83333333333334
2020-12-18,266.5833333333333
2020-12-19,277.1666666666667
2020-12-20,275.0
2020-12-21,270.0833333333333
2020-12-22,265.5833333333333
2020-12-23,264.51612903225805
2020-12-24,698.2395833333334
2020-12-25,8315.208333333334
2020-12-26,2373.9583333333335
2020-12-27,1082.0208333333333
2020-12-28,775.7395833333334
2020-12-29,645.59375
2020-12-30,535.34375
2020-12-31,508.21875
2021-01-01,471.5833333333333
2021-01-02,699.9270833333334
2021-01-03,819.6041666666666
2021-01-04,925.2604166666666
2021-01-05,888.4583333333334
2021-01-06,855.3958333333334
2021-01-07,822.1979166666666
2021-01-08,811.2098765432099
2021-01-09,766.3918918918919
2021-01-10,760.1041666666666
2021-01-11,754.5
2021-01-12,746.3125
2021-01-13,736.125
2021-01-14,729.0
2021-01-15,727.8541666666666
2021-01-16,779.6354166666666
2021-01-17,771.59375
2021-01-18,752.5625
2021-01-19,738.625
2021-01-20,728.03125
2021-01-21,707.3333333333334
2021-01-22,731.265306122449
2021-01-23,686.5
2021-01-24,654.8333333333334
2021-01-25,655.0
2021-01-26,677.8333333333334
2021-01-27,677.1666666666666
2021-01-28,665.5
2021-01-29,658.3333333333334
2021-01-30,664.0
2021-01-31,661.5
2021-02-01,664.8333333333334
2021-02-02,666.8333333333334
2021-02-03,667.0
2021-02-04,498.1666666666667
2021-02-05,395.8333333333333
2021-02-06,292.8333333333333
2021-02-07,242.0
2021-02-08,252.16666666666666
2021-02-09,263.3333333333333
2021-02-10,258.0
2021-02-11,252.33333333333334
2021-02-12,247.5
2021-02-13,252.66666666666666
2021-02-14,250.0
2021-02-15,250.83333333333334
2021-02-16,298.6666666666667
2021-02-17,339.1666666666667
2021-02-18,329.9230769230769
2021-02-19,324.09375
2021-02-20,312.5104166666667
2021-02-21,305.6666666666667
2021-02-22,298.6666666666667
2021-02-23,306.5
2021-02-24,302.8333333333333
2021-02-25,373.0
2021-02-26,343.5
2021-02-27,349.1666666666667
2021-02-28,349.5
2021-03-01,424.0
2021-03-02,423.6666666666667
2021-03-03,407.6666666666667
2021-03-04,392.0
2021-03-05,371.5
2021-03-06,363.6666666666667
2021-03-07,342.5
2021-03-08,362.3695652173913
2021-03-09,335.6458333333333
2021-03-10,406.53125
2021-03-11,780.5104166666666
2021-03-12,1924.8958333333333
2021-03-13,1544.5833333333333
2021-03-14,1058.8615384615384
2021-03-15,704.7407407407408
2021-03-16,572.9270833333334
2021-03-17,514.6770833333334
2021-03-18,904.9375
2021-03-19,1073.1875
2021-03-20,790.0729166666666
2021-03-21,720.3333333333334
2021-03-22,715.4375
2021-03-23,748.84375
2021-03-24,971.15625
2021-03-25,1260.9375
2021-03-26,1283.75
2021-03-27,1207.1875
2021-03-28,1147.0833333333333
2021-03-29,1322.6041666666667
2021-03-30,1685.2083333333333
2021-03-31,1935.0
2021-04-01,1998.8541666666667
2021-04-02,1938.8541666666667
2021-04-03,1854.5833333333333
2021-04-04,1816.875
2021-04-05,1703.0208333333333
2021-04-06,1367.1875
2021-04-07,1162.8125
2021-04-08,1077.5
2021-04-09,772.2291666666666
2021-04-10,590.6666666666666
2021-04-11,539.625
2021-04-12,564.1875
2021-04-13,601.375
2021-04-14,551.4583333333334
2021-04-15,557.6770833333334
2021-04-16,571.15625
2021-04-17,627.0104166666666
2021-04-18,582.875
2021-04-19,559.9479166666666
2021-04-20,542.8854166666666
2021-04-21,539.9375
2021-04-22,537.0833333333334
2021-04-23,521.8333333333334
2021-04-24,502.4375
2021-04-25,495.5833333333333
2021-04-26,480.25
2021-04-27,469.125
2021-04-28,466.7083333333333
2021-04-29,1099.2083333333333
2021-04-30,2150.625
2021-05-01,2444.1666666666665
2021-05-02,2456.5625
2021-05-03,2331.5625
2021-05-04,2400.8333333333335
2021-05-05,3376.9791666666665
2021-05-06,3599.1666666666665
2021-05-07,3095.2083333333335
2021-05-08,2357.0833333333335
2021-05-09,1890.9375
2021-05-10,2349.0625
2021-05-11,2635.625
2021-05-12,2746.25
2021-05-13,2553.3333333333335
2021-05-14,2061.0416666666665
2021-05-15,1494.1666666666667
2021-05-16,1191.5625
2021-05-17,976.5208333333334
2021-05-18,825.1666666666666
2021-05-19,732.5729166666666
2021-05-20,571.46875
2021-05-21,544.9166666666666
2021-05-22,531.6041666666666
2021-05-23,523.65625
2021-05-24,513.5625
2021-05-25,504.8333333333333
2021-05-26,511.5208333333333
2021-05-27,523.9583333333334
2021-05-28,538.3125
2021-05-29,964.5416666666666
2021-05-30,732.6458333333334
2021-05-31,765.03125
2021-06-01,709.1770833333334
2021-06-02,663.8958333333334
2021-06-03,656.15625
2021-06-04,817.6041666666666
2021-06-05,720.9166666666666
2021-06-06,650.8541666666666
2021-06-07,660.96875
2021-06-08,824.4583333333334
2021-06-09,958.6041666666666
2021-06-10,731.0520833333334
2021-06-11,650.96875
2021-06-12,614.09375
2021-06-13,601.4791666666666
2021-06-14,591.0104166666666
2021-06-15,575.9895833333334
2021-06-16,565.3333333333334
2021-06-17,548.3333333333334
2021-06-18,540.1354166666666
2021-06-19,538.3125
2021-06-20,536.4166666666666
2021-06-21,540.1145833333334
2021-06-22,534.09375
2021-06-23,525.3541666666666
2021-06-24,518.2916666666666
2021-06-25,515.3229166666666
2021-06-26,519.9166666666666
2021-06-27,598.9479166666666
2021-06-28,663.5208333333334
2021-06-29,617.3958333333334
2021-06-30,595.2083333333334
2021-07-01,562.21875
2021-07-02,577.8333333333334
2021-07-03,634.6354166666666
2021-07-04,695.25
2021-07-05,571.9270833333334
2021-07-06,596.3854166666666
2021-07-07,655.9791666666666
2021-07-08,1097.6770833333333
2021-07-09,789.8541666666666
2021-07-10,790.5833333333334
2021-07-11,700.3125
2021-07-12,1698.4375
2021-07-13,2027.6041666666667
2021-07-14,1527.0833333333333
2021-07-15,1376.6666666666667
2021-07-16,1406.7708333333333
2021-07-17,1978.9583333333333
2021-07-18,2962.2916666666665
2021-07-19,2598.2291666666665
2021-07-20,2143.2291666666665
2021-07-21,3389.7916666666665
2021-07-22,2591.4583333333335
2021-07-23,2261.6666666666665
2021-07-24,1955.9375
2021-07-25,1687.5
2021-07-26,1226.9791666666667
2021-07-27,868.1458333333334
2021-07-28,740.9583333333334
2021-07-29,705.4714285714285
2021-07-30,709.1558441558442
2021-07-31,674.9895833333334
2021-08-01,696.8645833333334
2021-08-02,724.3333333333334
2021-08-03,670.1041666666666
2021-08-04,656.5520833333334
2021-08-05,643.7083333333334
2021-08-06,639.6875
2021-08-07,632.7291666666666
2021-08-08,629.2916666666666
2021-08-09,628.4583333333334
2021-08-10,639.5
2021-08-11,637.125
2021-08-12,595.6458333333334
2021-08-13,602.0833333333334
2021-08-14,643.4270833333334
2021-08-15,583.125
2021-08-16,572.1354166666666
2021-08-17,578.75
2021-08-18,580.625
2021-08-19,647.8958333333334
2021-08-20,634.2708333333334
2021-08-21,620.1145833333334
2021-08-22,716.3958333333334
2021-08-23,1088.0625
2021-08-24,806.625
2021-08-25,722.5833333333334
2021-08-26,711.2083333333334
2021-08-27,728.90625
2021-08-28,1017.2291666666666
2021-08-29,784.59375
2021-08-30,734.4375
2021-08-31,708.125
2021-09-01,749.03125
2021-09-02,930.40625
2021-09-03,766.7395833333334
2021-09-04,727.7708333333334
2021-09-05,713.125
2021-09-06,716.3229166666666
2021-09-07,695.7083333333334
2021-09-08,682.4791666666666
2021-09-09,716.03125
2021-09-10,720.5520833333334
2021-09-11,1009.3958333333334
2021-09-12,1002.9791666666666
2021-09-13,994.4583333333334
2021-09-14,1076.9791666666667
2021-09-15,1555.2083333333333
2021-09-16,1818.0208333333333
2021-09-17,1680.4166666666667
2021-09-18,1661.0416666666667
2021-09-19,1631.875
2021-09-20,1612.3958333333333
2021-09-21,1568.125
2021-09-22,1187.8125
2021-09-23,1545.0
2021-09-24,1803.4375
2021-09-25,1879.5833333333333
2021-09-26,1803.2291666666667
2021-09-27,1751.5625
2021-09-28,1727.6041666666667
2021-09-29,1702.1875
2021-09-30,1680.9375
2021-10-01,1662.1875
2021-10-02,1651.4583333333333
2021-10-03,1648.6458333333333
2021-10-04,1860.4166666666667
2021-10-05,1940.5208333333333
2021-10-06,1853.2291666666667
2021-10-07,1787.5
2021-10-08,1488.75
2021-10-09,1226.25
2021-10-10,1078.4375
2021-10-11,1060.4166666666667
2021-10-12,1047.2916666666667
2021-10-13,1037.8125
2021-10-14,1033.4375
2021-10-15,1031.0416666666667
2021-10-16,1291.4583333333333
2021-10-17,1597.8125
2021-10-18,1345.7291666666667
2021-10-19,1261.3541666666667
2021-10-20,1198.9583333333333
2021-10-21,1161.6666666666667
2021-10-22,1161.4583333333333
2021-10-23,1132.6041666666667
2021-10-24,1120.1041666666667
2021-10-25,1255.9375
2021-10-26,4048.6458333333335
2021-10-27,3088.9583333333335
2021-10-28,1933.3333333333333
2021-10-29,1933.0208333333333
2021-10-30,2506.4583333333335
2021-10-31,2329.7916666666665
2021-11-01,2184.0625
2021-11-02,2059.8958333333335
2021-11-03,1980.4166666666667
2021-11-04,1912.7083333333333
2021-11-05,1857.8125
2021-11-06,1810.0
2021-11-07,1771.4583333333333
2021-11-08,1738.4375
2021-11-09,1709.8958333333333
2021-11-10,1680.7291666666667
